budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
85000000,Polygram Filmed Entertainment,USA,Vincent Ward,Drama,55485043,What Dreams May Come,PG-13,02-10-1998,113,7,Robin Williams,88728,Richard Matheson,1998
48000000,Universal Pictures,USA,Steven Soderbergh,Crime,37562568,Out of Sight,R,26-06-1998,123,7,George Clooney,75099,Elmore Leonard,1998
20000000,Film Office,USA,John Carpenter,Action,20241395,Vampires,R,30-10-1998,108,6.1,James Woods,45366,John Steakley,1998
65000000,TriStar Pictures,USA,Martin Campbell,Action,94095523,The Mask of Zorro,PG-13,17-07-1998,136,6.7,Antonio Banderas,144796,Johnston McCulley,1998
35000000,United Artists Corporation,USA,Randall Wallace,Action,56968902,The Man in the Iron Mask,PG-13,13-03-1998,132,6.5,Leonardo DiCaprio,134842,Alexandre Dumas,1998
26000000,Twentieth Century Fox Film Corporation,USA,Andy Tennant,Comedy,65705771,Ever After: A Cinderella Story,PG-13,31-07-1998,121,7,Drew Barrymore,61035,Susannah Grant,1998
18000000,Juno Pix,USA,Frank Coraci,Comedy,80245725,The Wedding Singer,PG-13,13-02-1998,95,6.8,Adam Sandler,116558,Tim Herlihy,1998
60000000,Universal Pictures,USA,Gus Van Sant,Horror,21456130,Psycho,R,04-12-1998,105,4.6,Vince Vaughn,39983,Robert Bloch,1998
17000000,Dimension Films,USA,Steve Miner,Horror,55041738,Halloween H20: 20 Years Later,R,05-08-1998,86,5.7,Jamie Lee Curtis,52529,Debra Hill,1998
70000000,Caravan Pictures,USA,Ivan Reitman,Action,74329966,Six Days Seven Nights,PG-13,12-06-1998,98,5.8,Harrison Ford,64070,Michael Browning,1998
0,Turner Pictures (I),USA,Gregory Hoblit,Action,25188006,Fallen,R,16-01-1998,124,7,Denzel Washington,62957,Nicholas Kazan,1998
0,Channel Four Films,UK,Todd Haynes,Drama,1053788,Velvet Goldmine,R,23-10-1998,118,7,Ewan McGregor,29251,James Lyons,1998
15000000,Metro-Goldwyn-Mayer (MGM),Australia,David Nutter,Horror,17411331,Perturbados,R,24-07-1998,84,5.5,James Marsden,18255,Scott Rosenberg,1998
130000000,Centropolis Film Productions,USA,Roland Emmerich,Action,136314294,Godzilla,PG-13,20-05-1998,139,5.3,Matthew Broderick,160038,Dean Devlin,1998
40000000,New Line Cinema,USA,Gary Ross,Comedy,40568025,Pleasantville,PG-13,23-10-1998,124,7.5,Tobey Maguire,108475,Gary Ross,1998
30000000,Twentieth Century Fox Film Corporation,USA,Forest Whitaker,Drama,NaN,Hope Floats,PG-13,29-05-1998,114,5.9,Sandra Bullock,20726,Steven Rogers,1998
60000000,Warner Bros.,UK,Paul W.S. Anderson,Action,14567883,Soldier,R,23-10-1998,99,6,Kurt Russell,46241,David Webb Peoples,1998
40000000,Universal Pictures,,Joe Dante,Action,54682547,Small Soldiers,PG-13,10-07-1998,108,6.1,Kirsten Dunst,81216,Gavin Scott,1998
12000000,Miramax,USA,John Dahl,Crime,22905674,Rounders,R,11-09-1998,121,7.4,Matt Damon,128159,David Levien,1998
10000000,Columbia Pictures Corporation,USA,Harry Elfont,Comedy,25339117,Can't Hardly Wait,PG-13,12-06-1998,100,6.5,Jennifer Love Hewitt,39581,Deborah Kaplan,1998
60000000,Warner Bros.,USA,Stuart Baird,Action,57167405,U.S. Marshals,PG-13,06-03-1998,131,6.5,Tommy Lee Jones,82606,Roy Huggins,1998
6000,Next Wave Films,UK,Christopher Nolan,Crime,48482,Following,R,05-11-1999,69,7.6,Jeremy Theobald,72113,Christopher Nolan,1998
30000000,PolyGram Filmed Entertainment,UK,Shekhar Kapur,Biography,30082699,Elizabeth,R,19-02-1999,124,7.5,Cate Blanchett,80195,Michael Hirst,1998
25000000,Art Linson Productions,USA,Alfonso Cuarón,Drama,26333044,Great Expectations,R,30-01-1998,111,6.8,Ethan Hawke,45205,Charles Dickens,1998
8000000,Robert Simonds Productions,USA,Tamra Davis,Comedy,17278980,Half Baked,R,16-01-1998,82,6.7,Dave Chappelle,50868,Dave Chappelle,1998
14000000,Phoenix Pictures,USA,Jamie Blanks,Horror,38072438,Urban Legend,R,25-09-1998,99,5.5,Jared Leto,50594,Silvio Horta,1998
58000000,Paramount Pictures,USA,Jonathan Frakes,Action,70117571,Star Trek: Insurrection,PG,11-12-1998,103,6.4,Patrick Stewart,60249,Gene Roddenberry,1998
28000000,Universal Pictures,USA,John Landis,Action,13979599,Blues Brothers 2000,PG-13,06-02-1998,123,4.8,Dan Aykroyd,27480,Dan Aykroyd,1998
17000000,Broadway Pictures,USA,John Fortenberry,Comedy,30324946,A Night at the Roxbury,PG-13,02-10-1998,82,6.2,Chris Kattan,50769,Steve Koren,1998
50000000,TriStar Pictures,USA,Chris Columbus,Comedy,91137662,Stepmom,PG-13,25-12-1998,124,6.7,Julia Roberts,50401,Gigi Levangie,1998
140000000,Warner Bros.,USA,Richard Donner,Action,130444603,Lethal Weapon 4,R,10-07-1998,127,6.6,Mel Gibson,135019,Shane Black,1998
90000000,Universal Pictures,USA,Tom Shadyac,Biography,135026902,Patch Adams,PG-13,25-12-1998,115,6.7,Robin Williams,86765,Patch Adams,1998
60000000,Warner Bros.,USA,Jeremiah S. Chechik,Action,23322832,The Avengers,PG-13,14-08-1998,89,3.7,Ralph Fiennes,36811,Sydney Newman,1998
71500000,Twentieth Century Fox Film Corporation,USA,Betty Thomas,Comedy,144156605,Doctor Dolittle,PG-13,26-06-1998,85,5.3,Eddie Murphy,79986,Hugh Lofting,1998
105000000,DreamWorks,USA,Eric Darnell,Animation,90757863,Antz,PG,02-10-1998,,6.6,Woody Allen,131396,Todd Alcott,1998
6000000,Wiseau-Films,USA,Tommy Wiseau,Drama,1800,The Room,R,03-03-2004,99,3.6,Tommy Wiseau,40355,Tommy Wiseau,2003
140000000,Walt Disney Pictures,USA,Gore Verbinski,Action,305413918,Pirates of the Caribbean: The Curse of the Black Pearl,PG-13,09-07-2003,143,8,Johnny Depp,886092,Ted Elliott,2003
30000000,Miramax,USA,Quentin Tarantino,Action,70099045,Kill Bill: Vol. 1,R,10-10-2003,111,8.1,Uma Thurman,807087,Quentin Tarantino,2003
94000000,New Line Cinema,USA,Peter Jackson,Adventure,377845905,The Lord of the Rings: The Return of the King,PG-13,17-12-2003,201,8.9,Elijah Wood,1332020,J.R.R. Tolkien,2003
40000000,Universal Pictures,UK,Richard Curtis,Comedy,59696144,Love Actually,R,14-11-2003,135,7.7,Hugh Grant,346409,Richard Curtis,2003
3000000,Egg Films,South Korea,Chan-wook Park,Action,707481,Oldboy: Cinco días para vengarse,R,21-11-2003,120,8.4,Min-sik Choi,400279,Garon Tsuchiya,2003
17000000,United Artists,USA,Victor Salva,Horror,35667218,Jeepers Creepers II,R,29-08-2003,100,5.6,Jonathan Breck,49100,Victor Salva,2003
25000000,Warner Bros.,USA,Clint Eastwood,Crime,90135191,Mystic River,R,15-10-2003,138,8,Sean Penn,361466,Brian Helgeland,2003
NaN,Recorded Picture Company (RPC),UK,Bernardo Bertolucci,Drama,2531462,The Dreamers,NC-17,20-02-2004,115,7.2,Michael Pitt,89658,Gilbert Adair,2003
137000000,Universal Pictures,USA,Ang Lee,Action,132177234,Hulk,PG-13,20-06-2003,138,5.7,Eric Bana,223943,Stan Lee,2003
94000000,Pixar Animation Studios,USA,Andrew Stanton,Animation,380843261,Finding Nemo,G,30-05-2003,100,8.1,Albert Brooks,772029,Andrew Stanton,2003
4000000,Focus Features,USA,Sofia Coppola,Drama,44585453,Lost in Translation,R,03-10-2003,102,7.8,Bill Murray,345221,Sofia Coppola,2003
9200000,New Line Cinema,USA,Marcus Nispel,Horror,80571655,The Texas Chainsaw Massacre,R,17-10-2003,98,6.2,Jessica Biel,114916,Kim Henkel,2003
1500000,Fox Searchlight Pictures,USA,Catherine Hardwicke,Drama,4599680,Thirteen,R,19-09-2003,100,6.8,Evan Rachel Wood,72230,Catherine Hardwicke,2003
4500000,Media 8 Entertainment,Germany,Patty Jenkins,Biography,34469210,Monster: Asesina en serie,R,30-01-2004,109,7.3,Charlize Theron,114157,Patty Jenkins,2003
12600000,Summit Entertainment,USA,Rob Schmidt,Horror,15417771,Wrong Turn,R,30-05-2003,84,6.1,Eliza Dushku,93636,Alan B. McElroy,2003
40000000,Twentieth Century Fox Film Corporation,USA,Shawn Levy,Comedy,138614544,Cheaper by the Dozen,PG,25-12-2003,98,5.8,Steve Martin,80652,Frank B. Gilbreth Jr.,2003
150000000,Warner Bros.,USA,Lana Wachowski,Action,281492479,The Matrix Reloaded,R,15-05-2003,138,7.2,Keanu Reeves,446954,Lilly Wachowski,2003
20000000,Walt Disney Pictures,USA,Andrew Davis,Adventure,67406573,Holes,PG,18-04-2003,117,7.1,Shia LaBeouf,63052,Louis Sachar,2003
22000000,Lakeshore Entertainment,USA,Len Wiseman,Action,51970690,Underworld,R,19-09-2003,121,7,Kate Beckinsale,225226,Kevin Grevioux,2003
70000000,Columbia Pictures Corporation,USA,Tim Burton,Adventure,66257002,Big Fish,PG-13,09-01-2004,125,8,Ewan McGregor,369336,Daniel Wallace,2003
78000000,Marvel Enterprises,USA,Mark Steven Johnson,Action,431881,Daredevil,PG-13,14-02-2003,103,5.3,Ben Affleck,185444,Mark Steven Johnson,2003
140000000,Warner Bros.,USA,Edward Zwick,Action,111110575,The Last Samurai,R,05-12-2003,154,7.7,Tom Cruise,340268,John Logan,2003
35000000,Paramount Pictures,USA,Richard Linklater,Comedy,81261177,School of Rock,PG-13,03-10-2003,108,7.1,Jack Black,224330,Mike White,2003
200000000,C-2 Pictures,USA,Jonathan Mostow,Action,150371112,Terminator 3: Rise of the Machines,R,02-07-2003,109,6.3,Arnold Schwarzenegger,326064,James Cameron,2003
60000000,Paramount Pictures,USA,F. Gary Gray,Action,106128601,The Italian Job,PG-13,30-05-2003,111,7,Donald Sutherland,302646,Troy Kennedy-Martin,2003
30000000,Columbia Pictures Corporation,USA,James Mangold,Mystery,52159536,Identity,R,25-04-2003,90,7.3,John Cusack,192146,Michael Cooney,2003
30000000,New Line Cinema,USA,Ronny Yu,Action,82622655,Freddy vs. Jason,R,15-08-2003,97,5.8,Robert Englund,95076,Wes Craven,2003
24000000,DreamWorks,USA,Todd Phillips,Comedy,75585093,Old School,R,21-02-2003,88,7.2,Luke Wilson,193885,Court Crandall,2003
76000000,Universal Pictures,USA,John Singleton,Action,127154901,2 Fast 2 Furious,PG-13,06-06-2003,107,5.9,Paul Walker,211309,Gary Scott Thompson,2003
150000000,Warner Bros.,Australia,Lana Wachowski,Action,139313948,Matrix Revolutions,R,05-11-2003,129,6.7,Keanu Reeves,387387,Lilly Wachowski,2003
150000000,Warner Bros.,Australia,Lana Wachowski,Action,139313948,Matrix Revolutions,R,05-11-2003,129,6.7,Keanu Reeves,387387,Lilly Wachowski,2003
78000000,Angry Films,USA,Stephen Norrington,Action,66465204,The League of Extraordinary Gentlemen,PG-13,11-07-2003,110,5.8,Sean Connery,148712,Alan Moore,2003
100000000,Universal Pictures,UK,P.J. Hogan,Adventure,48462608,Peter Pan,PG,25-12-2003,113,6.9,Jeremy Sumpter,57420,J.M. Barrie,2003
7000000,Spectacle Entertainment Group,USA,Rob Zombie,Horror,12634962,House of 1000 Corpses,R,11-04-2003,89,6,Sid Haig,64612,Rob Zombie,2003
68000000,Castle Rock Entertainment,USA,Lawrence Kasdan,Drama,33715436,Dreamcatcher,R,21-03-2003,136,5.5,Morgan Freeman,80087,Stephen King,2003
95000000,Paramount Pictures,USA,Jan de Bont,Action,65660196,Lara Croft Tomb Raider: The Cradle of Life,PG-13,25-07-2003,117,5.5,Angelina Jolie,110166,Dean Georgaris,2003
79000000,Miramax,UK,Anthony Minghella,Adventure,95636509,Cold Mountain,R,25-12-2003,154,7.2,Jude Law,124413,Charles Frazier,2003
81000000,Spyglass Entertainment,USA,Tom Shadyac,Comedy,242829261,Bruce Almighty,PG-13,23-05-2003,101,6.7,Jim Carrey,319425,Steve Koren,2003
110000000,Twentieth Century Fox Film Corporation,Canada,Bryan Singer,Action,214949694,X-Men 2,PG-13,02-05-2003,134,7.5,Patrick Stewart,441189,Zak Penn,2003
150000000,Twentieth Century Fox Film Corporation,USA,Peter Weir,Action,93927920,Master and Commander: The Far Side of the World,PG-13,14-11-2003,NaN,7.4,Russell Crowe,178098,Patrick O'Brian,2003
22000000,Touchstone Pictures,USA,Kevin Costner,Drama,58331254,Open Range,R,15-08-2003,139,7.5,Kevin Costner,57419,Lauran Paine,2003
85000000,Columbia Pictures Corporation,,Peter Berg,Action,47726342,The Rundown,PG-13,26-09-2003,104,6.7,Dwayne Johnson,87321,R.J. Stewart,2003
33000000,New Line Cinema,USA,Jon Favreau,Comedy,173398518,Elf,PG,07-11-2003,97,6.9,Will Ferrell,162013,David Berenbaum,2003
50000000,Lynda Obst Productions,USA,Donald Petrie,Comedy,105813373,How to Lose a Guy in 10 Days,PG-13,07-02-2003,116,6.4,Kate Hudson,172078,Michele Alexander,2003
109000000,Universal Pictures,USA,Bo Welch,Adventure,101149285,The Cat in the Hat,PG,21-11-2003,82,3.8,Mike Myers,39497,Dr. Seuss,2003
26000000,Casual Friday Productions,USA,Mark Waters,Comedy,110230332,Freaky Friday,PG,06-08-2003,97,6.1,Jamie Lee Curtis,104892,Mary Rodgers,2003
120000000,Columbia Pictures Corporation,USA,McG,Action,100830111,Charlie's Angels: Full Throttle,PG-13,27-06-2003,106,4.8,Drew Barrymore,105990,Ivan Goff,2003
120000000,Columbia Pictures Corporation,USA,McG,Action,100830111,Charlie's Angels: Full Throttle,PG-13,27-06-2003,106,4.8,Drew Barrymore,105990,Ivan Goff,2003
130000000,Columbia Pictures Corporation,USA,Michael Bay,Action,138608444,Bad Boys II,R,18-07-2003,147,6.6,Will Smith,190484,George Gallo,2003
55000000,Universal Pictures,USA,Jesse Dylan,Comedy,104565114,American Wedding,R,01-08-2003,96,,Jason Biggs,171577,Adam Herz,2003
30000000,New Line Cinema,USA,Tim McCanlies,Comedy,41407470,Secondhand Lions,PG,19-09-2003,111,7.6,Haley Joel Osment,45722,Tim McCanlies,2003
26000000,New Line Cinema,USA,David R. Ellis,Horror,46961214,Final Destination 2,R,31-01-2003,90,6.2,A.J. Cook,129165,J. Mackye Gruber,2003
20000000,This Is That Productions,USA,Alejandro González Iñárritu,Crime,16248701,21 Grams,R,16-01-2004,124,7.7,Sean Penn,200427,Guillermo Arriaga,2003
50000000,Universal Pictures,USA,Alan Parker,Crime,19593740,The Life of David Gale,R,21-02-2003,130,7.6,Kevin Spacey,94693,Charles Randolph,2003
2800000,CJ Entertainment,South Korea,Joon-ho Bong,Crime,14131,Memories of Murder,NOT RATED,02-05-2003,131,8.1,Kang-ho Song,80301,Joon-ho Bong,2003
15000000,DreamWorks,USA,Vadim Perelman,Drama,13005485,House of Sand and Fog,R,09-01-2004,126,7.6,Jennifer Connelly,58778,Andre Dubus III,2003
17000000,Walt Disney Pictures,USA,Jim Fall,Adventure,42672630,The Lizzie McGuire Movie,PG,02-05-2003,94,5.4,Hilary Duff,30128,Susan Estelle Jansen,2003
29000000,Columbia Pictures Corporation,USA,Robert Rodriguez,Action,56359780,Once Upon a Time in Mexico,R,12-09-2003,102,6.4,Antonio Banderas,137276,Robert Rodriguez,2003
60000000,Paramount Pictures,USA,Jon Amiel,Action,31186896,The Core,PG-13,28-03-2003,135,5.5,Aaron Eckhart,81258,Cooper Layne,2003
48000000,Dimension Films,USA,David Zucker,Comedy,110003217,Scary Movie 3,PG-13,24-10-2003,84,5.5,Anna Faris,118792,Craig Mazin,2003
65000000,Revolution Studios,USA,Mike Newell,Drama,63860942,Mona Lisa Smile,PG-13,19-12-2003,117,6.4,Julia Roberts,65841,Lawrence Konner,2003
10000000,Gray Daisy Films,USA,Vincent Gallo,Drama,365734,The Brown Bunny,NOT RATED,14-11-2003,93,5,Vincent Gallo,12152,Vincent Gallo,2003
75000000,Revolution Studios,USA,Peter Segal,Comedy,135645823,Anger Management,PG-13,11-04-2003,106,6.2,Jack Nicholson,NaN,David Dorfman,2003
35000000,Fox 2000 Pictures,USA,Peyton Reed,Comedy,20298207,Down with Love,PG-13,16-05-2003,101,6.3,Ewan McGregor,34946,Eve Ahlert,2003
30000000,Miramax,Germany,Robert Benton,Drama,5381227,The Human Stain,R,31-10-2003,106,6.3,Anthony Hopkins,26598,Philip Roth,2003
120000,Plunge Pictures LLC,USA,Chris Kentis,Adventure,30610863,Open Water,R,20-08-2004,79,5.7,Blanchard Ryan,44989,Chris Kentis,2003
120000,Plunge Pictures LLC,USA,Chris Kentis,Adventure,30610863,Open Water,R,20-08-2004,79,5.7,Blanchard Ryan,44989,Chris Kentis,2003
18000000,Touchstone Pictures,USA,Audrey Wells,Comedy,43610723,Under the Tuscan Sun,PG-13,26-09-2003,113,6.8,Diane Lane,39134,Frances Mayes,2003
70000000,Cheyenne Enterprises,USA,Antoine Fuqua,Action,43734876,Tears of the Sun,R,07-03-2003,121,6.6,Bruce Willis,99418,Alex Lasker,2003
75000000,Revolution Studios,USA,Ron Shelton,Action,30013346,Hollywood Homicide,PG-13,13-06-2003,116,5.3,Harrison Ford,32542,Robert Souza,2003
38000000,Dimension Films,USA,Robert Rodriguez,Action,111761982,Spy Kids 3: Game Over,PG,25-07-2003,84,4.2,Daryl Sabara,44074,Robert Rodriguez,2003
60000000,DreamWorks,USA,Patrick Gilmore,Animation,26483452,Sinbad: Legend of the Seven Seas,PG,02-07-2003,85,6.7,Brad Pitt,39745,John Logan,2003
20000000,Warner Bros.,USA,Dennie Gordon,Comedy,35990505,What a Girl Wants,PG,04-04-2003,105,5.8,Amanda Bynes,51247,William Douglas-Home,2003
60000000,Revolution Studios,USA,Ron Howard,Adventure,26900336,The Missing,R,26-11-2003,137,6.5,Tommy Lee Jones,29091,Thomas Eidson,2003
80000000,Columbia Pictures Corporation,USA,Nancy Meyers,Comedy,124728738,Something's Gotta Give,PG-13,12-12-2003,128,6.7,Jack Nicholson,96603,Nancy Meyers,2003
40000000,Columbia Pictures Corporation,USA,Mathieu Kassovitz,Horror,59694580,Gothika,R,21-11-2003,98,5.8,Halle Berry,94370,Sebastian Gutierrez,2003
80000000,Columbia Pictures Corporation,USA,Clark Johnson,Action,116934650,S.W.A.T.,PG-13,08-08-2003,117,6,Samuel L. Jackson,125305,Robert Hamner,2003
35000000,Universal Pictures,UK,Peter Howitt,Action,28082366,Johnny English,PG,18-07-2003,100,6.1,Rowan Atkinson,121464,Neal Purvis,2003
26000000,Metro-Goldwyn-Mayer (MGM),USA,Harald Zwart,Action,47811138,Agent Cody Banks,PG,14-03-2003,102,5,Frankie Muniz,28662,Ashley Miller,2003
90000000,Walt Disney Pictures,USA,Rob Minkoff,Comedy,75847266,The Haunted Mansion,PG,26-11-2003,100,4.9,Eddie Murphy,34691,David Berenbaum,2003
50000000,Phoenix Pictures,Germany,John McTiernan,Action,26536120,Básico y letal,R,28-03-2003,98,6.5,John Travolta,52747,James Vanderbilt,2003
23000000,Columbia Pictures Corporation,USA,Terry Zwigoff,Comedy,60060328,Bad Santa,R,26-11-2003,91,7.1,Billy Bob Thornton,118278,Glenn Ficarra,2003
30000000,Miramax,USA,Bruno Barreto,Comedy,15589458,View from the Top,PG-13,21-03-2003,87,5.2,Gwyneth Paltrow,22332,Eric Wald,2003
60000000,Paramount Pictures,USA,John Woo,Action,53790451,Paycheck,PG-13,25-12-2003,119,6.3,Ben Affleck,93707,Philip K. Dick,2003
NaN,Fidélité Productions,France,François Ozon,Crime,10105505,Swimming Pool: juegos perversos,R,01-08-2003,102,6.8,Charlotte Rampling,36993,François Ozon,2003
62000000,Warner Bros.,USA,Ridley Scott,Comedy,36906460,Matchstick Men,PG-13,12-09-2003,116,7.3,Nicolas Cage,111886,Eric Garcia,2003
60000000,Revolution Studios,USA,Steve Carr,Comedy,104297061,Daddy Day Care,PG,09-05-2003,92,5.5,Eddie Murphy,53301,Geoff Rodkey,2003
46000000,Touchstone Pictures,USA,Roger Donaldson,Action,52802140,The Recruit,PG-13,31-01-2003,115,6.6,Al Pacino,118822,Roger Towne,2003
3000000,HBO Films,USA,Gus Van Sant,Crime,1227000,Elephant,R,14-11-2003,81,7.2,Elias McConnell,75039,Gus Van Sant,2003
128000000,Walt Disney Feature Animation Florida,USA,Aaron Blaise,Animation,85336277,Tierra de osos,G,31-10-2003,85,6.8,Joaquin Phoenix,77498,Tab Murphy,2003
,Touchstone Pictures,USA,Mike Figgis,Mystery,21384035,Cold Creek Manor,R,19-09-2003,118,4.9,Dennis Quaid,19082,Richard Jefferies,2003
36000000,"""DIA"" Productions GmbH & Co. KG",USA,F. Gary Gray,Action,26183197,A Man Apart,R,04-04-2003,109,6.1,Vin Diesel,40381,Christian Gudegast,2003
16000000,Warner Bros.,USA,John Whitesell,Comedy,34308901,Malibu's Most Wanted,PG-13,18-04-2003,100,5.1,Jamie Kennedy,16779,Fax Bahr,2003
33000000,Touchstone Pictures,USA,Adam Shankman,Comedy,132716677,Bringing Down the House,PG-13,07-03-2003,105,5.6,Steve Martin,31366,Jason Filardi,2003
35000000,Mandalay Pictures,Germany,Martin Campbell,Adventure,4426297,Más allá de las fronteras,R,24-10-2003,127,6.5,Clive Owen,23761,Caspian Tredwell-Owen,2003
80000000,Paramount Pictures,USA,Richard Donner,Action,19481943,Timeline,PG-13,26-11-2003,116,5.6,Paul Walker,55054,Michael Crichton,2003
26000000,Strike Entertainment,USA,Zack Snyder,Action,59020957,Dawn of the Dead,R,19-03-2004,101,7.3,Sarah Polley,206262,George A. Romero,2004
30000000,Icon Productions,USA,Mel Gibson,Drama,370782930,The Passion of the Christ,R,25-02-2004,127,7.2,Jim Caviezel,189031,Benedict Fitzgerald,2004
50000000,Touchstone Pictures,USA,Wes Anderson,Adventure,24006726,The Life Aquatic with Steve Zissou,R,25-12-2004,119,7.3,Bill Murray,151463,Wes Anderson,2004
27000000,Columbia Pictures,USA,Mike Nichols,Drama,33987757,Closer,R,03-12-2004,104,7.3,Natalie Portman,177735,Patrick Marber,2004
24000000,Buena Vista Home Entertainment,Japan,Hayao Miyazaki,Animation,4711096,Howl's Moving Castle,PG,17-06-2005,119,8.2,Chieko Baishô,242412,Hayao Miyazaki,2004
110000000,Forward Pass,Germany,Martin Scorsese,Biography,102608827,El aviador,PG-13,25-12-2004,170,7.5,Leonardo DiCaprio,284387,John Logan,2004
20000000,Twentieth Century Fox Film Corporation,USA,Rawson Marshall Thurber,Comedy,114326736,Dodgeball: A True Underdog Story,PG-13,18-06-2004,92,6.7,Ben Stiller,198343,Rawson Marshall Thurber,2004
120000000,Touchstone Pictures,USA,Antoine Fuqua,Action,51882244,King Arthur,PG-13,07-07-2004,126,6.3,Clive Owen,144158,David Franzoni,2004
140000000,Paramount Pictures,USA,Brad Silberling,Adventure,118627117,A Series of Unfortunate Events,PG,17-12-2004,108,6.8,Jim Carrey,172422,Robert Gordon,2004
37000000,Revolution Studios,USA,Gary Winick,Comedy,57231747,13 Going on 30,PG-13,23-04-2004,98,6.1,Jennifer Garner,132486,Josh Goldsmith,2004
25000000,Miramax,USA,Marc Forster,Biography,51680613,Finding Neverland,PG,17-12-2004,106,7.7,Johnny Depp,182038,Allan Knee,2004
